day_offset,range,column,leaf_angle_alpha,leaf_angle_beta,leaf_angle_chi,leaf_angle_mean,per_cultivar_gboost,canopy_height,abserror_per_cultivar_gboost,cultivar,avg_error_per_cultivar_gboost
54,41,9,4.32803744373,2.24737980236,2.10634249127,0.36713049683300003,207.65731673057812,210.0,1.115563461629468,PI273969,37.13214166807512
68,25,12,2.780248147,1.80629515873,1.9036038895900005,0.412883091043,257.15775528297814,286.0,10.084700950007642,PI273969,37.13214166807512
15,44,8,3.4155633495099997,2.295312839,1.80412837885,0.4183431952660001,53.691310245438466,24.0,123.71379268932695,PI276837,29.181383913491477
18,9,13,2.92320342863,1.8854312976199998,1.88088999533,0.424580931558,58.25056116473846,31.0,87.90503601528535,PI276837,29.181383913491477
19,9,13,3.50389799678,2.10928529755,1.94621181444,0.397739221872,60.20452584443846,34.0,77.0721348365837,PI276837,29.181383913491477
24,44,8,3.2475706570800003,2.0780279743200003,1.88830345713,0.409828435352,78.44152952163847,62.0,26.518596002642695,PI276837,29.181383913491477
32,44,8,4.45202113873,2.4257739652200003,2.04722369112,0.36605696798500004,108.40232127703848,108.0,0.37251970096155707,PI276837,29.181383913491477
33,44,8,4.09429192831,2.23093712718,2.07913911556,0.362507469418,113.61289375623846,116.0,2.0578502101392555,PI276837,29.181383913491477
34,9,13,4.746863731,2.50188798689,2.06575160692,0.368121351325,118.82346623543845,124.0,4.174624003678673,PI276837,29.181383913491477
35,44,8,3.97686948931,2.20987658006,2.05212815025,0.36971802859700004,123.38271715473847,131.0,5.8147197292072725,PI276837,29.181383913491477
36,44,8,4.89780614131,2.46583067496,2.15320590102,0.342794707394,123.38271715473847,131.0,5.8147197292072725,PI276837,29.181383913491477
38,44,8,4.6372074878900005,2.25070791871,2.21582682346,0.339989799866,133.80386211313845,147.0,8.976964548885409,PI276837,29.181383913491477
39,9,13,5.5128731665499995,2.4049231567400002,2.35544002245,0.312470142492,139.01443459233846,155.0,10.313268004942929,PI276837,29.181383913491477
40,44,8,4.096188638,2.14330193148,2.1232731503,0.36242239249200003,143.57368551163844,162.0,11.374268202692317,PI276837,29.181383913491477
45,44,8,3.2568062681700005,1.93480245558,1.99922194305,0.393313618155,164.4159754284385,194.0,15.249497201835831,PI276837,29.181383913491477
19,32,15,4.19508708809,2.3633844813900002,2.00812906083,0.37751448130599996,58.13402077280001,29.0,100.4621405958621,PI297130,18.968828649440827
24,32,15,3.02805366988,2.0199238435,1.8377611809999999,0.422458446077,75.7197028901,56.0,35.21375516089285,PI297130,18.968828649440827
33,23,12,3.17624659911,2.0346737146500002,1.89444039875,0.409176701682,111.5423886846,111.0,0.4886384545945935,PI297130,18.968828649440827
34,23,12,4.653197265909999,2.52172331879,2.03804198685,0.36911527804600003,116.1016396039,118.0,1.6087799966949177,PI297130,18.968828649440827
35,23,12,3.16446930285,2.0359734504700002,1.8962290784,0.406284224601,119.3582474034,123.0,2.9607744687804876,PI297130,18.968828649440827
36,23,12,3.47029586398,2.14896768722,1.9295431299099999,0.394393521465,123.9174983227,130.0,4.678847444076924,PI297130,18.968828649440827
38,32,15,4.336265600280002,2.17565966475,2.15820817754,0.36515183100500004,131.7333570415,142.0,7.23003025246479,PI297130,18.968828649440827
39,23,12,5.09947124011,2.13852253051,2.45032788784,0.30814599049,136.2926079608,149.0,8.528451033020126,PI297130,18.968828649440827
40,32,15,4.13826598084,2.1086679630900003,2.11485182484,0.38640242901699995,140.2005373202,155.0,9.548040438580646,PI297130,18.968828649440827
33,10,4,2.4384034174,1.9053918445099998,1.7003323659399998,0.452478945374,126.25982694012002,84.0,50.30931778585717,PI297155,14.554911231425102
34,10,4,2.72926051023,1.9407345645299998,1.7824930798900005,0.435365754317,128.21379161981997,87.0,47.372174275655134,PI297155,14.554911231425102
35,29,6,2.54362645241,1.9033928301299998,1.7346427737599999,0.445993136368,133.42436409901998,95.0,40.44669905159998,PI297155,14.554911231425102
36,29,6,2.83862366514,1.9394781546400002,1.82263198162,0.427963832645,134.07568565891995,96.0,39.66217256137495,PI297155,14.554911231425102
38,29,6,2.20497635197,1.55781816364,1.9028614476599996,0.429014830873,153.61533245591997,126.0,21.916930520571405,PI297155,14.554911231425102
39,10,4,5.92207829299,2.35751457045,2.49410081918,0.289780820024,153.61533245591997,126.0,21.916930520571405,PI297155,14.554911231425102
40,29,6,1.8939770879299997,1.46372552681,1.8418026117700002,0.448059964727,161.43119117472,138.0,16.979124039652174,PI297155,14.554911231425102
45,29,6,2.43710528632,1.78738635627,1.78169517311,0.442340143776,183.57612421132,172.0,6.73030477402326,PI297155,14.554911231425102
116,29,6,3.6102402070599995,1.89773463498,2.17927016888,0.355866222016,253.26753112062,279.0,9.223107125225809,PI297155,14.554911231425102
117,29,6,1.28775437564,1.4631414547200001,1.3922184163999998,0.529646827992,252.61620956072,278.0,9.130859870244606,PI297155,14.554911231425102
121,29,6,1.3297731071899999,1.5283429767899999,1.3777924091100002,0.533928337052,255.22149580031999,282.0,9.495923475063835,PI297155,14.554911231425102
56,29,6,1.03245624431,1.2700458033600002,1.39787962518,0.540847829494,227.21466872461997,239.0,4.931100952041854,PI297155,14.554911231425102
71,29,6,0.955802548782,1.42274300234,1.14993261906,0.591043230327,248.05695864141998,271.0,8.466066921985247,PI297155,14.554911231425102
66,10,4,3.6160210871699996,2.17603162309,1.9088516213599998,0.41283798260300003,242.19506460231997,262.0,7.559135647969476,PI297155,14.554911231425102
63,10,4,0.9702567336750001,1.27357216168,1.32975631239,0.556250730587,244.14902928202002,265.0,7.868290836973576,PI297155,14.554911231425102
59,10,4,0.9527396787010001,1.2011152762700001,1.40872028278,0.540997302809,230.47127652412,244.0,5.54455880159017,PI297155,14.554911231425102
