canopy_height,cultivar,season,range,column,leaf_angle_mean,leaf_angle_alpha,leaf_angle_beta,leaf_angle_chi,date,day_offset,single_xgboost,abserror_single_xgboost,single_dtree,abserror_single_dtree,per_cultivar_gboost,abserror_per_cultivar_gboost
20.0,PI586435,4,51,4,0.39822954823,3.02776695157,1.97105540387,1.89635680038,2017-05-15 12:00:00,14,19.198572042953927,4.007139785230365,20.68421052631579,3.421052631578956,20.00488634370104,0.024431718505191213
23.0,Big_Kahuna,4,54,6,0.440562945826,2.86261062716,2.03214542816,1.76053458552,2017-05-15 12:00:00,14,22.209839947489538,3.4354784891759214,24.0,4.3478260869565215,23.005222662192296,0.02270722692302392
24.0,SP1615,4,54,16,0.411497326203,3.38825024432,2.26514695245,1.83649117509,2017-05-15 12:00:00,14,24.188718934433254,0.7863288934718918,24.0,0.0,24.004778701130594,0.019911254710806386
15.0,PI196583,4,30,2,0.441890503449,2.7344178286000003,2.00416188968,1.74170162855,2017-05-15 12:00:00,14,18.392168924585356,22.614459497235703,16.2,7.999999999999996,15.0044174716805,0.029449811203328125
16.0,PI569416,4,30,4,0.430613926658,3.02646620033,2.05574534816,1.80518208157,2017-05-15 12:00:00,14,19.8461893453348,24.0386834083425,16.2,1.2499999999999956,16.00444390953767,0.027774434610439158
24.0,Big_Kahuna,4,54,8,0.4300155731600001,3.18750547159,2.1559006319,1.80319713901,2017-05-16 12:00:00,15,22.682448643083134,5.48979732048694,24.0,0.0,24.004826163679716,0.020109015332151852
25.0,SP1615,4,54,11,0.394738562092,3.82253044469,2.37272665324,1.89821856324,2017-05-16 12:00:00,15,24.0246936658504,3.901225336598401,24.0,4.0,25.00445365202228,0.017814608089125272
28.0,PI330807,4,44,2,0.454585821467,2.45504011295,1.85685595302,1.71706924277,2017-05-16 12:00:00,15,24.632346253019627,12.027334810644192,20.68421052631579,26.127819548872175,28.001426221089446,0.005093646748020676
15.0,PI569458,4,49,14,0.409856035437,3.54356862281,2.23714983007,1.87475695393,2017-05-16 12:00:00,15,18.16101422987923,21.073428199194854,20.68421052631579,37.894736842105274,15.00198431666141,0.013228777742734602
19.0,PI563338,4,49,2,0.433302850175,2.98555450205,2.06507886181,1.7857297695200005,2017-05-16 12:00:00,15,20.61720859457752,8.511624181986944,20.68421052631579,8.864265927977849,19.00523350918178,0.02754478516727195
20.0,PI152966,4,45,11,0.38491708867,4.36114170084,2.36507628705,2.02642140026,2017-05-16 12:00:00,15,21.694070855741572,8.470354278707859,20.68421052631579,3.421052631578956,20.00241518836869,0.012075941843452398
