planter_seed_drop,seedling_emergence_rate,emergence_count,canopy_height,canopy_height_diff,leaf_angle_mean,leaf_angle_mean_slope,leaf_angle_chi,leaf_angle_chi_slope,leaf_angle_beta,leaf_angle_beta_slope,leaf_angle_alpha,leaf_angle_alpha_slope,plant_basal_tiller_number,stem_elongated_internodes_number_slope,canopy_cover,stand_count,stalk_diameter_minor_axis,stalk_diameter_major_axis,leaf_width,leaf_length,leaf_desiccation_present,aboveground_dry_biomass,range,column,decision_tree,linearRegression,gboost,abserror_gboost,cultivar
61.0,0.8132835820895522,56.50174129353233,219.0,11.083333333333336,0.451484678936375,0.0002135081910703729,1.8241519365937502,0.0021020038103452634,1.44326554507875,-0.010100042432882785,1.859858386227625,-0.015305745065352063,3.477941176470588,0.2814889612544667,34.0,25.0,10.807857142857147,15.435047619047623,69.32420634920635,781.1185807656394,0.0,14250.0,12,7,14250.0,21663.111088313628,15041.424141898944,5.553853627361011,PI213900
80.5,0.801625,63.5,244.0,4.083333333333333,0.5042429773698889,0.0002135081910703729,1.5010849747311112,0.0021020038103452634,1.5933148221766666,-0.010100042432882785,1.5635835260333333,-0.015305745065352063,3.477941176470588,0.2814889612544667,34.35,25.5,10.807857142857147,15.435047619047623,69.32420634920635,781.1185807656394,0.0,21660.0,12,9,26347.26966292135,20438.794488373926,21794.35489015487,0.6202903515922027,PI35038
73.5,0.8132835820895522,56.50174129353233,165.0,15.5,0.4106282741869333,-0.003436947863997125,2.05446715605,0.021620582803532483,1.6197946431733332,0.005681395114728928,2.801211840165333,0.05415843004356438,3.477941176470588,0.2814889612544667,42.946153846153834,23.5,10.807857142857147,15.435047619047623,69.32420634920635,781.1185807656394,0.0,23830.0,12,10,21510.0,24217.11789775474,24262.774966564644,1.8160930195746718,PI562981
76.0,0.8132835820895522,56.50174129353233,204.0,11.083333333333336,0.4007108845815455,-0.004968817012429678,2.0702081680263635,0.02428771309505521,1.667633046421818,0.01028174683420052,2.9042320128836363,0.07813187271506633,3.477941176470588,0.2814889612544667,42.946153846153834,25.0,10.807857142857147,15.435047619047623,69.32420634920635,781.1185807656394,0.0,26620.0,12,12,21510.0,23726.016336755754,26770.357285269274,0.5648282692309322,PI641829
73.5,0.912125,67.0,224.0,11.083333333333336,0.4181241953614167,0.0021351404975250067,1.9040362545166667,-0.004491674164220672,1.9328144924258333,-0.02137292794312283,3.0754633480341673,-0.05239405853827395,3.477941176470588,0.2814889612544667,42.946153846153834,24.0,10.807857142857147,15.435047619047623,69.32420634920635,781.1185807656394,0.0,26520.0,12,13,21105.886597938144,22476.71913265648,26705.669743995288,0.7001121568449763,PI641824
61.0,0.8132835820895522,56.50174129353233,117.0,11.083333333333336,0.43251384071725,0.0002135081910703729,1.8377916052287502,0.0021020038103452634,1.71078102820125,-0.010100042432882785,2.4575526293837497,-0.015305745065352063,3.477941176470588,0.2814889612544667,42.946153846153834,25.0,10.807857142857147,15.435047619047623,69.32420634920635,781.1185807656394,0.0,15130.0,12,14,15130.0,20997.360693776238,15264.447505568462,0.8886153705780672,PI570109
66.5,0.856625,55.66666666666666,148.0,11.083333333333336,0.3779539869232143,-0.0016704109801838284,2.1447586757607144,0.014969257854404746,2.0396217563492858,-0.006689494711745425,4.065619883739286,0.02010611054463097,3.477941176470588,0.2814889612544667,42.946153846153834,26.5,10.807857142857147,15.435047619047623,69.32420634920635,781.1185807656394,0.0,45400.0,13,2,45400.0,17167.43145889617,44457.64211351928,2.0756781640544504,PI297171
47.5,0.8132835820895522,56.50174129353233,213.0,11.083333333333336,0.4062305442987857,-0.0007730303799641164,1.9615570636892856,0.008355606201908934,1.93555768867,-0.006570780271180615,3.1992587574049995,0.009353717610471395,3.477941176470588,0.2814889612544667,42.946153846153834,27.5,10.807857142857147,15.435047619047623,69.32420634920635,781.1185807656394,0.0,8775.0,13,5,26347.26966292135,20753.228780562655,10820.748887571062,23.313377636137464,PI586443
86.0,0.8132835820895522,56.50174129353233,149.0,15.5,0.4367078745224285,-0.0020678754242989122,1.8450675600221431,0.01298756530245322,1.820471820975,0.011609687689195432,2.789732428443572,0.058431187045012524,3.477941176470588,0.2814889612544667,42.946153846153834,23.5,10.807857142857147,15.435047619047623,69.32420634920635,781.1185807656394,0.0,17530.0,13,9,20010.0,24469.603805289473,17290.014161293435,1.3690007912525106,PI329585
72.0,0.8132835820895522,56.50174129353233,184.0,11.083333333333336,0.4120998992707273,8.352819609765769e-05,1.8999864138181817,0.0012345350039412895,1.9603605537972728,-0.0039213536597409145,3.070218058193636,-0.005927455673980896,3.477941176470588,0.2814889612544667,42.946153846153834,26.0,10.807857142857147,15.435047619047623,69.32420634920635,781.1185807656394,0.0,29310.0,13,10,26347.26966292135,23575.774494181198,28468.35069045411,2.8715431919,PI152862
69.0,0.8132835820895522,56.50174129353233,141.0,11.083333333333336,0.36547137157169995,0.0002135081910703729,2.265329936442,0.0021020038103452634,1.7787131025549998,-0.010100042432882785,3.492215085554,-0.015305745065352063,3.477941176470588,0.2814889612544667,42.946153846153834,25.0,10.807857142857147,15.435047619047623,69.32420634920635,781.1185807656394,0.0,16450.0,13,12,20014.166666666668,21396.977535952596,17007.977177616867,3.3919585265463055,PI514456
73.0,0.8132835820895522,56.50174129353233,163.0,15.5,0.39234526916016665,0.0007846349382300443,2.0508980460866666,2.1416331763417238e-05,1.9949425592108332,-0.013336002680072588,3.60987213542,-0.026117113812119112,3.477941176470588,0.2814889612544667,42.946153846153834,25.0,10.807857142857147,15.435047619047623,69.32420634920635,781.1185807656394,0.0,18720.0,13,13,19909.766666666666,20632.34858240724,20533.86008007941,9.689423504697695,PI563032
57.5,0.8132835820895522,56.50174129353233,171.0,11.083333333333336,0.39506315795184616,-0.0004292649288903618,1.9874413663738464,0.006558260029526242,1.9415772589138465,-0.01596136393138749,3.20109304973,-0.01461269611270934,3.477941176470588,0.2814889612544667,42.946153846153834,28.5,10.807857142857147,15.435047619047623,69.32420634920635,781.1185807656394,0.0,20780.0,14,3,26475.128205128207,20167.622388755626,20948.45262021029,0.8106478354681894,PI505717
74.0,0.8132835820895522,56.50174129353233,133.0,11.083333333333336,0.3997171364560769,-0.0006039238676086678,2.0406571268,0.005990769458978528,1.7509966917553843,-0.008400066053654131,2.9581832729730766,-0.003428981178875719,3.477941176470588,0.2814889612544667,42.946153846153834,29.5,10.807857142857147,15.435047619047623,69.32420634920635,781.1185807656394,0.0,21730.0,14,4,22990.0,20796.457526950253,20897.287331473704,3.832087752076832,PI562985
69.5,0.8132835820895522,56.50174129353233,150.0,11.083333333333336,0.4172856621907857,0.0006596148896140412,1.9200583047057145,-0.0015743160150805734,1.9468127563064288,-0.007547854813717584,3.1883676351928574,-0.01964631939415335,3.477941176470588,0.2814889612544667,42.946153846153834,28.0,10.807857142857147,15.435047619047623,69.32420634920635,781.1185807656394,0.0,32520.0,14,5,26347.26966292135,19529.59902611852,30472.344074658202,6.2966049364753935,PI562997
71.5,0.8132835820895522,56.50174129353233,136.0,11.083333333333336,0.4088103786075455,-0.0004231144089984906,1.9219733112418185,0.0027554222048044373,1.8287949703590909,-0.00613931626995637,2.813531687966364,-0.007830226113549036,3.477941176470588,0.2814889612544667,42.946153846153834,24.5,10.807857142857147,15.435047619047623,69.32420634920635,781.1185807656394,0.0,7152.0,14,7,15221.0,23414.984357985784,8874.220346224773,24.08026211164391,PI329618
72.5,0.8132835820895522,56.50174129353233,150.0,15.5,0.4183382377653636,0.00029824940982088843,1.9299320130845452,-0.0014153331487969632,1.6896753153063635,-0.0005885809588218287,2.6285000188245453,-0.01743051194522733,3.477941176470588,0.2814889612544667,42.946153846153834,25.0,10.807857142857147,15.435047619047623,69.32420634920635,781.1185807656394,0.0,13680.0,14,10,26347.26966292135,25337.82123831368,15739.523951730856,15.054999647155384,PI196583
21.0,0.8132835820895522,56.50174129353233,157.0,15.5,0.37025422833925004,0.0012091532933137682,2.116439261685,-0.004623559601696527,2.033313478605,-0.005657595564068864,3.81477675957125,-0.035139339834492085,3.477941176470588,0.2814889612544667,42.946153846153834,12.0,10.807857142857147,15.435047619047623,69.32420634920635,781.1185807656394,0.0,20780.0,14,11,12254.6,23943.806739799038,20559.634438839563,1.0604694954785236,PI570393
69.5,0.8132835820895522,56.50174129353233,105.0,11.083333333333336,0.4094029860152308,-0.002222248962145716,2.006190967600769,0.012377681875955858,1.78604736815,-0.001661924413311862,3.041069327543077,0.02612633774816794,3.477941176470588,0.2814889612544667,42.946153846153834,26.5,10.807857142857147,15.435047619047623,69.32420634920635,781.1185807656394,0.0,13390.0,14,12,14380.0,18829.999042971176,13701.956465950863,2.3297719637853866,Unmatched
65.0,0.8132835820895522,56.50174129353233,158.0,11.083333333333336,0.3784714302495,0.0002135081910703729,2.0819064458759997,0.0021020038103452634,1.914581566167,-0.010100042432882785,3.4044178555589997,-0.015305745065352063,3.477941176470588,0.2814889612544667,42.946153846153834,22.0,10.807857142857147,15.435047619047623,69.32420634920635,781.1185807656394,0.0,21420.0,14,13,22788.425925925927,23381.14375117875,23744.599341882345,10.85247125061786,PI563222
72.5,0.8132835820895522,56.50174129353233,142.0,11.083333333333336,0.4227753228269286,0.005398907325279629,1.9091621051585717,-0.019337060625152704,1.7941025195814286,-0.04136300624165525,2.9495887830500003,-0.13120504900374813,3.477941176470588,0.2814889612544667,42.946153846153834,24.5,10.807857142857147,15.435047619047623,69.32420634920635,781.1185807656394,0.0,18340.0,14,14,15221.0,17736.390031341565,18329.886565177214,0.055144137528822655,PI156326
72.0,0.8132835820895522,56.50174129353233,225.0,11.083333333333336,0.4393931148245833,0.00245717689831928,1.7764523842,-0.00826115700067098,1.9467616383508333,-0.024307803047171256,2.7925331314616666,-0.06513290476952067,3.477941176470588,0.2814889612544667,42.946153846153834,24.5,10.807857142857147,15.435047619047623,69.32420634920635,781.1185807656394,0.8,30060.0,14,15,21105.886597938144,24347.004626082708,29682.938879546804,1.2543616781543447,PI641850
75.5,0.8132835820895522,56.50174129353233,123.0,15.5,0.4241842183362941,0.002226048002527653,1.8778147104041176,-0.0063002323993810545,1.8737502301911764,-0.023181251696237627,2.965002361407058,-0.059497510429739574,3.477941176470588,0.2814889612544667,42.946153846153834,32.0,10.807857142857147,15.435047619047623,69.32420634920635,781.1185807656394,0.0,14550.0,15,3,14550.0,17737.146426005478,14567.835212202333,0.12257877802291013,PI570114
74.5,0.8132835820895522,56.50174129353233,136.0,15.5,0.4148232728545455,0.00011077367174211159,1.8921299506545453,0.0006986132081233968,1.8546661245172729,-0.009054388991062349,2.808364123389091,-0.0111946693630311,3.477941176470588,0.2814889612544667,42.946153846153834,24.5,10.807857142857147,15.435047619047623,69.32420634920635,781.1185807656394,0.8,16670.0,15,4,15221.0,26235.299320110647,17061.98589549582,2.3514450839581387,PI156890
74.5,0.8132835820895522,56.50174129353233,139.0,11.083333333333336,0.3624784547652,-0.0012866545902311065,2.191013351512667,0.011258638094620708,1.9468171660973328,-0.012172837948042702,3.729957825787333,0.001090756454366226,3.477941176470588,0.2814889612544667,42.946153846153834,24.5,10.807857142857147,15.435047619047623,69.32420634920635,781.1185807656394,0.0,24400.0,15,5,20014.166666666668,21300.039576315918,23753.034532054484,2.651497819448837,PI569418
76.0,0.93925,70.5,187.0,11.083333333333336,0.39106699216066665,0.001045245422502259,2.056656994405833,-0.0024296664487192306,1.8623025859925,-0.008136276059718223,3.2370270431700003,-0.023450631305694483,3.477941176470588,0.2814889612544667,42.946153846153834,25.0,10.807857142857147,15.435047619047623,69.32420634920635,781.1185807656394,0.4,36430.0,15,6,26347.26966292135,25758.1816774892,35521.237326883675,2.4945448067974896,PI583832
77.0,0.8132835820895522,56.50174129353233,198.0,11.083333333333336,0.42475023694333336,0.0002135081910703729,1.9226787738,0.0021020038103452634,1.6040351918755555,-0.010100042432882785,2.4453621971377784,-0.015305745065352063,3.477941176470588,0.2814889612544667,42.946153846153834,25.0,10.807857142857147,15.435047619047623,69.32420634920635,781.1185807656394,0.0,28380.0,15,7,26347.26966292135,23957.118432045565,27487.252984320432,3.145690682450909,PI152971
51.5,0.8132835820895522,56.50174129353233,156.0,11.083333333333336,0.382660730013,-0.0014247004069115224,2.1369633415553846,0.011670527313004702,1.841117690022308,-0.007232354194575626,3.422668144866923,0.00457191660069781,3.477941176470588,0.2814889612544667,42.946153846153834,23.0,10.807857142857147,15.435047619047623,69.32420634920635,781.1185807656394,0.0,22310.0,15,8,22788.425925925927,20811.194829749293,22446.23342429224,0.6106383876837322,PI329864
67.0,0.8132835820895522,56.50174129353233,202.0,11.083333333333336,0.3942686796924167,0.0007556098949252183,2.0272580593225,0.0013833376517869624,1.9250109010616667,-0.009391873665655848,3.3738243795625,-0.01719504025513667,3.477941176470588,0.2814889612544667,42.946153846153834,22.5,10.807857142857147,15.435047619047623,69.32420634920635,781.1185807656394,0.0,61030.0,15,9,26347.26966292135,23631.038645649387,58819.52147406002,3.6219539995739467,Unmatched
83.0,0.8132835820895522,56.50174129353233,158.0,15.5,0.4072682673727273,0.0029525660520912703,1.92259693873,-0.009820157020747618,1.9810781246154543,-0.02740573072576434,3.1949316505481815,-0.07414095106449445,3.477941176470588,0.2814889612544667,42.946153846153834,28.0,10.807857142857147,15.435047619047623,69.32420634920635,781.1185807656394,0.0,5146.0,15,10,21105.886597938144,20881.764074370396,6148.177881845029,19.47489082481596,PI513898
