cultivar_id,cultivar,season,range,column,absorbance_850,roll,PhiNO,PhiNPQ,absorbance_530,absorbance_605,absorbance_730,absorbance_880,absorbance_940,Fs,NPQt,qL,qP,RFd,SPAD_530,SPAD_605,SPAD_730,leaf_thickness,ambient_humidity,leaf_angle_clamp_position,pitch,proximal_air_temperature,FvP/FmP,leaf_temperature_differential,Phi2,relative_chlorophyll,FmPrime,FoPrime,LEF,SPAD_420,SPAD_650,SPAD_850,SPAD_880,light_intensity_PAR,leaf_temperature,date
6000000964,PI570373,4,21,2,0.44299999999999995,-2.6,0.054000000000000006,0.722,0.99,1.185,0.327,0.489,0.475,2316.8,13.48,0.857,0.889,0.289,51.49,70.97,-14.75,0.42,17.621094,3.23,1.92,44.490002000000004,0.252,-2.160002,0.22399999999999998,34.79541109,2986.15,2233.0,157.363,135.13,34.8,-3.18,1.36,1560.0,315.48,2017-08-28 12:00:00
6000000851,PI511355,4,26,15,0.449,-39.74,0.098,0.6729999999999999,1.27,1.4869999999999999,0.392,0.5,0.486,3221.0,6.886,0.48200000000000004,0.601,0.298,78.33,100.08,-9.4,0.15,27.99707,51.6,36.11,43.740002000000004,0.382,-6.750002,0.23,49.60229446,4181.791,2583.0,158.183,188.25,49.6,-3.74,1.34,1530.0,310.14,2017-08-28 11:14:00
6000000851,PI511355,4,26,15,0.456,-17.32,0.172,0.525,1.224,1.4340000000000002,0.396,0.506,0.48700000000000004,3569.2,3.051,0.36,0.5529999999999999,0.433,73.73,94.76,-9.06,0.57,26.202148,18.09,5.31,43.77,0.546,-9.48,0.302,46.18355641,5116.053,2321.0,177.017,171.18,46.18,-3.09,1.89,1301.0,307.44,2017-08-28 11:15:00
6000000964,PI570373,4,21,2,0.42100000000000004,-0.9,0.015,0.9079999999999999,0.997,1.114,0.293,0.467,0.457,1757.1,58.729,1.011,1.01,0.083,54.04,65.7,-16.36,0.46,17.947266,1.85,-1.62,43.950001,0.076,1.8199990000000001,0.076,33.00956023,1902.247,1759.0,53.598,134.03,33.01,-3.62,1.06,1561.0,318.92,2017-08-28 11:59:00
6000000964,PI570373,4,45,3,0.535,11.29,0.033,0.8320000000000001,1.185,1.335,0.43799999999999994,0.584,0.5720000000000001,1512.8,25.393,0.846,0.867,0.156,61.22,76.23,-13.45,1.08,20.450195,16.6,12.25,45.700001,0.156,1.389999,0.135,34.04206501,1749.371,1476.0,94.147,137.76,34.04,-3.79,1.2,1547.0,320.24,2017-08-28 12:10:00
6000000964,PI570373,4,45,3,0.419,-12.9,0.009000000000000001,0.9129999999999999,1.015,1.189,0.313,0.478,0.457,1852.1,98.15899999999999,1.713,1.6569999999999998,0.084,55.88,73.23,-14.37,0.09,19.720703,16.2,-9.89,46.0,0.047,1.36,0.078,36.29063098,2008.2,1914.0,49.608999999999995,142.22,36.29,-3.76,2.1,1418.0,320.74,2017-08-28 12:12:00
6000000962,PI570254,4,45,4,0.515,-6.58,0.065,0.764,1.3259999999999998,1.554,0.45399999999999996,0.557,0.54,2203.8,11.687000000000001,0.5329999999999999,0.613,0.205,78.57,101.38,-8.66,1.33,20.944336,8.21,4.93,46.130001,0.278,-2.5000009999999997,0.17,45.24665392,2655.8520000000003,1918.0,116.348,151.94,45.25,-2.5,1.7,1519.0,316.78,2017-08-28 12:17:00
6000000962,PI570254,4,45,4,0.451,-9.94,0.09,0.674,1.2409999999999999,1.4980000000000002,0.402,0.503,0.479,2786.7,7.516,0.539,0.648,0.309,76.15,101.87,-7.78,0.82,21.1875,15.9,12.47,45.860001000000004,0.364,-7.870000999999999,0.23600000000000002,48.71892925,3648.1220000000003,2319.0,184.575,163.93,48.72,-2.89,2.32,1737.0,311.14,2017-08-28 12:20:00
6000000962,PI570254,4,16,14,0.465,-45.13,0.053,0.7809999999999999,1.349,1.643,0.42,0.505,0.491,2157.5,14.682,0.637,0.6970000000000001,0.198,85.78,115.23,-7.17,1.13,19.262695,46.84,14.19,45.59,0.237,-4.09,0.165,55.30783939,2584.835,1971.0,122.915,181.17,55.31,-2.58,1.38,1652.0,314.65,2017-08-28 12:30:00
6000000962,PI570254,4,16,14,0.43,-4.27,0.052000000000000005,0.7659999999999999,1.264,1.5390000000000001,0.389,0.483,0.466,2617.0,14.825,0.7240000000000001,0.775,0.223,79.82,107.32,-7.64,0.29,17.62793,7.19,5.8,45.599998,0.23600000000000002,-8.069998,0.183,52.19120459,3201.526,2447.0,125.961,181.77,52.19,-3.57,1.71,1533.0,310.68,2017-08-28 12:31:00
6000000962,PI570254,4,16,14,0.431,-6.06,0.078,0.711,1.295,1.579,0.397,0.486,0.46799999999999997,2573.3,9.124,0.5529999999999999,0.647,0.267,82.67,111.12,-7.12,0.29,15.199219,14.2,12.87,45.470001,0.325,-8.880001,0.21100000000000002,53.04780115,3259.587,2199.0,151.67700000000002,181.1,53.05,-3.7,1.75,1601.0,309.74,2017-08-28 12:32:00
6000000208,PI651491,4,26,14,0.431,18.07,0.105,0.7,1.2919999999999998,1.5330000000000001,0.375,0.484,0.466,3233.7,6.653,0.38,0.501,0.242,82.57,106.62,-9.1,0.16,19.642578,29.36,23.54,45.529999,0.389,-7.659999000000001,0.195,51.9082218,4016.867,2453.0,149.94899999999998,200.2,51.91,-3.55,1.81,1709.0,311.02,2017-08-28 12:39:00
6000000208,PI651491,4,26,14,0.442,-22.72,0.099,0.6809999999999999,1.226,1.45,0.37,0.49200000000000005,0.473,2930.5,6.888999999999999,0.455,0.575,0.282,75.38,97.73,-10.3,0.23,21.270508,33.03,24.65,45.650002,0.382,-2.420002,0.22,47.77437859,3755.494,2320.0,168.25900000000001,185.23,47.77,-3.08,1.94,1702.0,316.38,2017-08-28 12:40:00
6000000851,PI511355,4,26,15,0.441,-55.95,0.1,0.602,1.166,1.3719999999999999,0.364,0.495,0.475,2965.1,6.044,0.613,0.728,0.424,69.05,89.66,-11.15,0.17,17.647461,57.97,18.71,45.790001000000004,0.409,-5.980001000000001,0.298,44.9292543,4223.413,2495.0,135.283,175.33,44.93,-3.41,1.93,1009.0,312.96,2017-08-28 13:13:00
6000000851,PI511355,4,26,15,0.445,25.79,0.1,0.695,1.1640000000000001,1.3880000000000001,0.361,0.495,0.48200000000000004,2863.3,6.94,0.419,0.5379999999999999,0.258,68.16,90.57,-12.15,0.36,15.880859,34.0,22.96,45.740002000000004,0.381,-6.570002000000001,0.205,44.14913958,3600.95,2230.0,162.05700000000002,173.26,44.15,-3.71,1.32,1758.0,312.32,2017-08-28 13:15:00
6000000851,PI511355,4,26,15,0.425,-42.3,0.128,0.55,1.1059999999999999,1.327,0.34600000000000003,0.484,0.462,3102.6,4.288,0.513,0.67,0.474,64.46,86.51,-11.59,0.12,19.822266,45.84,19.61,45.66,0.48,-7.63,0.321,42.78011472,4572.037,2378.0,126.257,161.77,42.78,-3.67,2.21,873.0,311.18,2017-08-28 13:16:00
6000000962,PI570254,4,16,14,0.518,-2.0,0.139,0.595,1.436,1.706,0.49,0.555,0.535,3384.8,4.29,0.39299999999999996,0.555,0.363,90.12,117.09,-4.46,1.9,17.172852,10.85,10.67,45.830002,0.48,-12.540002000000001,0.266,53.57170172,4612.185,2399.0,170.65400000000002,172.32,53.57,-1.64,2.08,1425.0,306.44,2017-08-28 13:23:00
6000000962,PI570254,4,16,14,0.44299999999999995,4.13,0.038,0.828,1.143,1.357,0.373,0.49700000000000005,0.475,2229.8,21.645,0.715,0.753,0.154,66.76,88.14,-10.21,0.48,22.582031,13.15,12.49,45.700001,0.177,-8.050001,0.133,42.70745698,2573.1910000000003,2117.0,100.353,165.97,42.71,-3.19,2.2,1671.0,310.8,2017-08-28 13:25:00
6000000962,PI570254,4,16,14,0.426,-28.34,0.07400000000000001,0.733,1.113,1.374,0.35600000000000004,0.48200000000000004,0.46399999999999997,2625.0,9.957,0.5379999999999999,0.627,0.24,64.89,90.96,-10.82,0.17,21.679688,37.74,26.03,45.720001,0.308,-4.480001000000001,0.193,44.59273423,3253.9770000000003,2251.0,148.752,154.77,44.59,-3.86,1.82,1710.0,314.39,2017-08-28 13:26:00
6000000962,PI570254,4,45,4,0.426,2.3,0.081,0.72,1.1640000000000001,1.395,0.35700000000000004,0.484,0.466,2673.5,8.884,0.504,0.603,0.249,69.87,92.9,-10.87,0.15,18.746094,21.14,21.02,46.02,0.331,-3.25,0.19899999999999998,43.33078394,3338.32,2235.0,142.847,152.56,43.33,-3.99,1.82,1594.0,315.92,2017-08-28 13:39:00
6000000962,PI570254,4,45,4,0.439,-14.82,0.027000000000000003,0.8759999999999999,1.1340000000000001,1.305,0.35,0.49700000000000005,0.478,1734.3,32.357,0.732,0.758,0.107,65.54,82.66,-12.79,0.15,20.27832,32.43,29.18,46.290001000000004,0.128,2.5399990000000003,0.09699999999999999,38.63479924,1920.011,1675.0,48.051,146.04,38.63,-3.94,1.85,1104.0,321.98,2017-08-28 13:40:00
6000000962,PI570254,4,45,4,0.456,2.19,0.047,0.7879999999999999,1.126,1.3230000000000002,0.366,0.506,0.48700000000000004,1925.8,16.679000000000002,0.716,0.763,0.198,63.88,83.55,-12.07,0.11,20.224609,21.6,21.49,46.669998,0.21600000000000003,-2.839998,0.165,39.51051625,2306.178,1807.0,100.801,142.41,39.51,-3.06,1.91,1358.0,316.98,2017-08-28 13:41:00
6000000964,PI570373,4,45,3,0.426,-2.58,0.024,0.879,0.973,1.127,0.305,0.484,0.462,1523.9,36.369,0.825,0.8420000000000001,0.10800000000000001,51.12,66.51,-15.75,0.15,21.306641,13.61,13.37,47.209998999999996,0.11599999999999999,0.760001,0.09699999999999999,31.68642447,1687.9589999999998,1493.0,67.241,130.07,31.69,-3.63,2.23,1537.0,321.12,2017-08-28 13:46:00
6000000964,PI570373,4,45,3,0.423,-17.87,0.016,0.9229999999999999,0.893,1.0070000000000001,0.285,0.483,0.45799999999999996,1030.9,56.468999999999994,0.76,0.774,0.064,43.53,54.96,-17.22,0.13,21.193359,23.9,16.13,47.549999,0.078,0.520001,0.061,25.71701721,1097.383,1011.0,38.580999999999996,118.67,25.72,-3.45,2.5,1415.0,321.22,2017-08-28 13:47:00
6000000964,PI570373,4,45,3,0.462,6.04,0.013999999999999999,0.935,1.063,1.213,0.354,0.52,0.493,1180.8,67.185,0.748,0.7609999999999999,0.054000000000000006,56.92,71.98,-13.9,0.14,20.544922,17.96,16.95,48.139998999999996,0.067,2.340001,0.051,33.08986616,1243.98,1161.0,36.613,127.47,33.09,-3.14,2.68,1601.0,323.63,2017-08-28 13:48:00
6000000964,PI570373,4,21,2,0.413,-8.5,0.03,0.83,0.997,1.192,0.306,0.47600000000000003,0.45299999999999996,1944.6,28.046,0.971,0.975,0.163,54.34,73.9,-14.71,0.1,19.250977,11.19,-7.31,48.139998999999996,0.14400000000000002,-0.669999,0.14,35.27342256,2261.833,1936.0,91.213,134.45,35.27,-3.97,2.29,1445.0,320.62,2017-08-28 13:56:00
6000000208,PI651491,4,26,14,0.48700000000000004,-3.96,0.121,0.6459999999999999,1.29,1.516,0.409,0.5329999999999999,0.513,2852.0,5.316,0.39299999999999996,0.534,0.304,77.69,100.3,-10.36,0.98,15.443359,5.11,3.24,46.889998999999996,0.436,-9.479999000000001,0.233,48.45506692,3717.781,2097.0,153.214,183.49,48.46,-2.64,2.0,1462.0,310.56,2017-08-28 14:19:00
6000000208,PI651491,4,26,14,0.483,-12.98,0.12300000000000001,0.652,1.2570000000000001,1.4969999999999999,0.38799999999999996,0.523,0.509,2785.7,5.3020000000000005,0.375,0.516,0.29,74.86,98.86,-12.11,0.71,16.696289,20.64,16.18,46.799999,0.436,-9.769999,0.225,47.94646272,3594.8990000000003,2026.0,166.22400000000002,195.76,47.95,-2.58,1.45,1641.0,310.18,2017-08-28 14:21:00
6000000208,PI651491,4,26,14,0.42100000000000004,4.78,0.09,0.701,1.3119999999999998,1.557,0.355,0.48200000000000004,0.465,2379.0,7.81,0.47700000000000004,0.586,0.264,84.75,109.22,-11.01,0.14,19.240234,16.93,16.26,46.75,0.35600000000000004,-5.39,0.209,51.49904398,3007.215,1935.0,154.83,199.27,51.5,-4.32,1.71,1647.0,314.51,2017-08-28 14:22:00
6000000851,PI511355,4,26,15,0.47100000000000003,-39.93,0.228,0.494,1.3840000000000001,1.699,0.442,0.523,0.505,4784.5,2.17,0.251,0.46,0.387,87.93,119.43,-6.32,0.46,24.331055,43.24,18.22,46.599998,0.606,-8.029997999999999,0.27899999999999997,57.7208413,6634.255,2612.0,144.291,199.13,57.72,-3.33,1.78,1150.0,311.72,2017-08-28 14:25:00
6000000851,PI511355,4,26,15,0.41200000000000003,-37.84,0.096,0.669,1.12,1.351,0.332,0.474,0.451,2705.2,7.002999999999999,0.504,0.621,0.307,66.83,89.98,-11.91,0.14,23.19043,38.34,6.68,46.529999,0.379,-5.5599989999999995,0.235,43.75525813,3536.4840000000004,2197.0,158.457,164.39,43.76,-3.91,2.23,1498.0,314.12,2017-08-28 14:26:00
6000000964,PI570373,4,45,3,0.429,-7.78,0.02,0.9109999999999999,1.028,1.182,0.318,0.489,0.46799999999999997,1350.7,46.048,0.7140000000000001,0.7340000000000001,0.07400000000000001,56.06,71.44,-14.98,0.14,19.760742,13.03,10.48,46.68,0.094,1.69,0.069,33.54493308,1450.751,1314.0,39.177,131.03,33.54,-3.83,2.1,1263.0,321.52,2017-08-28 14:33:00
6000000964,PI570373,4,45,3,0.441,-7.81,0.012,0.9209999999999999,1.0759999999999998,1.236,0.33899999999999997,0.501,0.47600000000000003,1494.5,74.531,1.1079999999999999,1.101,0.07200000000000001,60.01,76.04,-13.63,0.12,19.166992,8.67,3.77,47.52,0.061,1.11,0.067,35.50669216,1601.4920000000002,1504.0,37.519,137.36,35.51,-3.48,2.51,1248.0,321.78,2017-08-28 14:34:00
6000000964,PI570373,4,21,2,0.455,-9.37,0.047,0.762,1.08,1.288,0.35200000000000004,0.515,0.49200000000000005,2080.7,16.332,0.84,0.871,0.237,58.75,79.56,-13.99,0.13,19.066406,16.1,13.15,48.18,0.22,-2.83,0.191,36.61567878,2573.0370000000003,2008.0,114.27,134.45,36.62,-3.74,2.27,1327.0,318.5,2017-08-28 14:41:00
6000000964,PI570373,4,21,2,0.445,-9.97,0.045,0.769,1.08,1.2830000000000001,0.34700000000000003,0.507,0.484,1872.9,17.277,0.857,0.883,0.22899999999999998,59.66,79.91,-13.66,0.14,20.797852,20.49,17.99,48.860001000000004,0.21100000000000002,-4.870001,0.18600000000000003,35.56022945,2301.388,1816.0,112.096,135.48,35.56,-3.93,2.34,1338.0,317.14,2017-08-28 14:45:00
6000000964,PI570373,4,45,3,0.406,-16.44,0.025,0.93,0.9079999999999999,0.986,0.299,0.449,0.445,1924.0,37.83,0.379,0.408,0.048,46.34,54.1,-14.63,0.13,31.141602000000002,17.0,4.41,36.939999,0.11199999999999999,5.990001,0.045,28.85659656,2015.7579999999998,1791.0,35.033,128.39,28.86,-3.88,0.36,1711.0,316.08,2017-08-30 10:23:00
6000000964,PI570373,4,45,3,0.446,4.59,0.04,0.8220000000000001,1.03,1.1540000000000001,0.35,0.48,0.483,2142.0,20.648000000000003,0.7120000000000001,0.752,0.16,54.68,67.1,-13.33,0.54,31.918945,18.55,17.99,39.830002,0.184,1.839998,0.138,33.38049713,2485.62,2028.0,71.11,138.81,33.38,-3.7,-0.36,1143.0,314.82,2017-08-30 10:26:00
6000000962,PI570254,4,45,4,0.423,27.05,0.038,0.8009999999999999,1.187,1.4,0.371,0.473,0.462,2900.2,20.891,0.856,0.879,0.191,72.5,93.72,-9.19,0.22,30.083984,57.82,53.27,41.099998,0.182,0.560002,0.16,45.93881453,3453.741,2824.0,97.145,163.76,45.94,-3.94,1.07,1347.0,314.81,2017-08-30 10:32:00
6000000962,PI570254,4,45,4,0.494,-26.54,0.077,0.685,1.182,1.3619999999999999,0.424,0.53,0.521,2835.1,8.884,0.632,0.7190000000000001,0.312,66.05,84.07,-9.7,1.39,30.748046999999996,28.13,9.69,41.290001000000004,0.331,-2.720001,0.23800000000000002,41.13957935,3719.288,2490.0,155.328,150.58,41.14,-2.7,0.88,1452.0,311.72,2017-08-30 10:33:00
6000000964,PI570373,4,21,2,0.39799999999999996,-7.24,0.001,0.922,0.998,1.158,0.314,0.452,0.43700000000000006,2264.5,798.181,13.549000000000001,12.59,0.083,56.16,72.18,-12.31,0.09,23.196289,11.76,-9.3,41.759997999999996,0.006,2.910002,0.076,36.96749522,2451.88,2437.0,51.577,142.08,36.97,-3.89,1.49,1500.0,317.82,2017-08-30 10:38:00
6000000964,PI570373,4,21,2,0.43700000000000006,1.39,0.043,0.753,1.0859999999999999,1.261,0.34700000000000003,0.489,0.47200000000000003,2113.8,17.397000000000002,0.9670000000000001,0.973,0.256,61.35,78.88,-12.51,0.89,26.53125,6.0,5.83,42.68,0.21,-2.11,0.204,39.629063099999996,2655.816,2099.0,124.069,155.23,39.63,-3.56,1.71,1351.0,313.72,2017-08-30 10:40:00
6000000964,PI570373,4,21,2,0.423,20.35,0.013999999999999999,0.863,1.074,1.2409999999999999,0.33299999999999996,0.475,0.462,2198.1,61.597,1.7919999999999998,1.695,0.14,61.23,77.95,-12.88,0.11,27.236328000000004,23.57,12.16,42.75,0.07200000000000001,-0.64,0.12300000000000001,38.98661568,2505.13,2324.0,70.156,151.43,38.99,-3.87,1.3,1272.0,315.26,2017-08-30 10:41:00
6000000962,PI570254,4,16,14,0.42200000000000004,-5.54,0.166,0.5920000000000001,1.246,1.507,0.39299999999999996,0.47700000000000004,0.462,4371.7,3.569,0.3,0.47,0.32,78.41,104.48,-6.89,0.18,25.277344,10.67,9.13,42.459998999999996,0.516,-9.309999000000001,0.243,52.0917782,5771.861,2791.0,149.88,180.39,52.09,-4.0,1.48,1373.0,306.3,2017-08-30 10:48:00
6000000962,PI570254,4,16,14,0.435,-31.79,0.10800000000000001,0.705,1.327,1.618,0.424,0.489,0.47600000000000003,4029.8,6.51,0.353,0.474,0.23,85.07,114.21,-5.23,0.11,26.861328000000004,35.82,17.46,42.41,0.39399999999999996,-6.95,0.187,56.44359465,4955.075,3003.0,125.788,189.44,56.44,-4.17,1.27,1497.0,308.61,2017-08-30 10:49:00
6000000208,PI651491,4,26,14,0.418,-29.64,0.11199999999999999,0.667,1.29,1.5319999999999998,0.38299999999999995,0.47100000000000003,0.45899999999999996,3213.2,5.97,0.405,0.536,0.28300000000000003,83.04,107.22,-7.63,0.11,24.956055,30.57,-7.84,42.240002000000004,0.41200000000000003,-7.330002,0.221,53.46845124,4123.517,2425.0,161.623,200.0,53.47,-4.16,1.19,1627.0,308.06,2017-08-30 10:56:00
6000000208,PI651491,4,26,14,0.456,-10.1,0.098,0.634,1.146,1.328,0.39299999999999996,0.502,0.485,2600.4,6.4910000000000005,0.562,0.68,0.366,66.07,84.33,-9.26,0.8,25.692383,12.03,6.57,42.48,0.39399999999999996,-5.37,0.268,41.82409178,3553.002,2151.0,158.05,165.3,41.82,-2.87,1.68,1310.0,310.26,2017-08-30 10:58:00
6000000851,PI511355,4,26,15,0.43200000000000005,15.39,0.16,0.617,1.122,1.3159999999999998,0.361,0.484,0.469,3521.8,3.858,0.287,0.446,0.28800000000000003,65.27,84.68,-10.85,0.21,24.058594,18.17,-9.79,42.439999,0.501,-6.109999,0.22399999999999998,40.36328872,4535.549,2263.0,176.322,151.77,40.36,-3.76,1.44,1753.0,309.48,2017-08-30 11:02:00
6000000964,PI570373,4,45,3,0.45299999999999996,-17.14,0.03,0.882,1.028,1.171,0.32799999999999996,0.49700000000000005,0.491,1766.9,29.253,0.599,0.634,0.09699999999999999,53.68,68.05,-16.32,0.34,23.40332,22.22,14.35,43.830002,0.139,3.7199980000000004,0.08800000000000001,32.98279159,1937.6529999999998,1669.0,68.958,136.06,32.98,-3.8,0.63,1739.0,320.7,2017-08-30 11:28:00
6000000964,PI570373,4,45,3,0.42700000000000005,5.6,0.015,0.919,0.965,1.127,0.317,0.485,0.465,1938.0,61.7,0.9129999999999999,0.919,0.071,49.95,66.19,-14.81,0.11,24.633789,24.51,23.9,44.419998,0.07200000000000001,3.050002,0.066,32.55066922,2075.766,1926.0,49.873999999999995,135.02,32.55,-3.76,1.96,1670.0,320.62,2017-08-30 11:29:00
6000000964,PI570373,4,45,3,0.447,0.9,0.012,0.9309999999999999,0.9129999999999999,1.015,0.309,0.5,0.484,1162.6,78.607,0.997,0.997,0.061,42.96,53.12,-17.48,0.14,23.763672,7.65,7.59,44.790001000000004,0.057999999999999996,3.8799989999999998,0.057999999999999996,24.43977055,1233.663,1162.0,38.594,116.43,24.44,-3.69,1.66,1489.0,321.82,2017-08-30 11:30:00
6000000962,PI570254,4,45,4,0.43200000000000005,-4.01,0.049,0.8059999999999999,1.249,1.4669999999999999,0.39,0.489,0.47100000000000003,2600.4,16.554000000000002,0.613,0.67,0.171,77.86,99.58,-8.1,0.18,22.789062,13.39,12.78,44.470001,0.218,-1.420001,0.146,46.44359465,3043.8190000000004,2382.0,106.45200000000001,158.99,46.44,-3.88,1.78,1624.0,316.2,2017-08-30 11:34:00
6000000964,PI570373,4,21,2,0.418,-3.74,0.01,0.9009999999999999,0.912,1.065,0.295,0.47600000000000003,0.45799999999999996,1666.5,92.95200000000001,1.88,1.8019999999999998,0.098,45.4,60.68,-16.32,0.23,21.236328,3.8,0.66,44.639998999999996,0.049,-0.36999899999999997,0.08900000000000001,29.76290631,1829.266,1739.0,63.808,132.82,29.76,-3.97,1.81,1594.0,317.42,2017-08-30 11:43:00
6000000964,PI570373,4,21,2,0.44299999999999995,-13.77,0.023,0.831,1.045,1.225,0.345,0.501,0.483,1940.3,35.893,1.288,1.246,0.17,56.18,74.2,-13.83,0.13,21.314453,16.94,9.97,45.349998,0.11699999999999999,0.860002,0.146,35.38049713,2270.9629999999997,2006.0,85.49799999999999,135.78,35.38,-4.0,1.79,1305.0,319.36,2017-08-30 11:46:00
6000000964,PI570373,4,21,2,0.44799999999999995,8.59,0.027999999999999997,0.83,1.032,1.21,0.33799999999999997,0.501,0.48100000000000004,1645.2,30.174,1.063,1.054,0.166,55.15,72.97,-14.24,0.67,19.362305,10.11,5.36,45.759997999999996,0.135,-0.689998,0.14300000000000002,35.304015299999996,1918.912,1659.0,99.024,144.55,35.3,-3.31,2.0,1543.0,318.22,2017-08-30 11:47:00
6000000962,PI570254,4,16,14,0.42100000000000004,28.45,0.207,0.556,1.2309999999999999,1.52,0.374,0.474,0.457,4741.6,2.6860000000000004,0.235,0.41600000000000004,0.311,77.35,106.29,-8.33,0.2,23.706055,31.86,14.98,45.029999,0.57,-12.319999000000001,0.237,53.03250478,6215.3859999999995,2675.0,130.075,182.16,53.03,-3.63,1.7,1219.0,305.86,2017-08-30 11:56:00
6000000962,PI570254,4,16,14,0.42700000000000005,-31.9,0.10400000000000001,0.636,1.199,1.46,0.382,0.48100000000000004,0.46,3022.3,6.111000000000001,0.511,0.638,0.35100000000000003,73.9,100.04,-7.8,0.42,25.201172,31.91,0.82,44.869999,0.40700000000000003,-8.249999,0.26,49.67877629,4083.03,2421.0,147.423,172.91,49.68,-3.34,2.04,1261.0,309.77,2017-08-30 11:57:00
6000000208,PI651491,4,26,14,0.433,-15.28,0.085,0.7170000000000001,1.2670000000000001,1.48,0.381,0.488,0.469,2889.3,8.448,0.479,0.5820000000000001,0.247,79.77,101.06,-8.83,0.13,21.553711,18.63,10.79,44.5,0.341,-5.97,0.198,49.96940727,3604.363,2377.0,151.852,201.96,49.97,-3.69,1.82,1701.0,311.68,2017-08-30 12:03:00
6000000208,PI651491,4,26,14,0.49200000000000005,-4.39,0.11900000000000001,0.636,1.3319999999999999,1.609,0.429,0.5329999999999999,0.523,2625.3,5.359,0.423,0.564,0.325,80.88,108.57,-9.46,1.33,23.703125,4.76,1.84,44.740002000000004,0.434,-9.410002,0.245,52.06883365,3477.317,1968.0,158.341,181.96,52.07,-3.12,1.0,1436.0,308.48,2017-08-30 12:06:00
6000000851,PI511355,4,26,15,0.44799999999999995,21.04,0.155,0.638,1.224,1.466,0.392,0.505,0.488,3723.5,4.119,0.27399999999999997,0.424,0.261,73.63,97.81,-9.62,2.39,23.038086,21.09,-1.42,45.09,0.488,-8.06,0.207,45.91969407,4695.939,2404.0,161.487,167.29,45.92,-3.99,1.71,1733.0,310.18,2017-08-30 12:34:00
6000000851,PI511355,4,26,15,0.423,-39.05,0.16699999999999998,0.518,1.1079999999999999,1.344,0.348,0.48200000000000004,0.46299999999999997,3456.9,3.109,0.38799999999999996,0.5820000000000001,0.461,64.46,88.1,-11.55,0.1,23.700195,39.7,7.8,45.369999,0.5429999999999999,-8.229999000000001,0.316,43.77820268,5051.736,2309.0,134.252,172.24,43.78,-4.02,1.91,945.0,310.29,2017-08-30 12:35:00
6000000964,PI570373,4,21,2,0.41700000000000004,-2.51,0.035,0.838,1.005,1.193,0.313,0.478,0.45799999999999996,1913.2,24.031999999999996,0.75,0.782,0.146,54.76,73.5,-14.41,0.12,18.369141,6.52,-6.02,45.580002,0.163,-0.550002,0.128,34.12237094,2193.0679999999998,1835.0,92.166,131.64,34.12,-4.02,2.07,1605.0,318.18,2017-08-30 12:46:00
6000000964,PI570373,4,21,2,0.442,-13.83,0.062,0.684,1.082,1.295,0.35200000000000004,0.501,0.478,2311.0,10.964,0.833,0.875,0.34,60.41,81.67,-12.66,0.2,21.295898,15.86,7.85,45.689999,0.29,-2.4199990000000002,0.254,39.80497132,3095.76,2199.0,152.525,150.06,39.8,-3.62,2.23,1337.0,316.42,2017-08-30 12:48:00
6000000964,PI570373,4,21,2,0.433,9.57,0.002,0.872,1.117,1.357,0.361,0.494,0.47,2068.9,501.608,14.91,13.151,0.145,64.65,88.64,-10.91,0.12,21.195312,10.04,3.05,46.040001000000004,0.01,-5.030001,0.126,41.77437859,2368.36,2346.0,88.037,149.35,41.77,-3.68,2.35,1547.0,314.16,2017-08-30 12:51:00
6000000964,PI570373,4,45,3,0.42700000000000005,-20.13,0.019,0.877,1.008,1.182,0.32299999999999995,0.489,0.465,1853.9,46.18899999999999,1.1179999999999999,1.1059999999999999,0.11599999999999999,54.36,71.69,-14.21,0.11,20.604492,23.38,12.14,46.32,0.094,1.01,0.10400000000000001,33.99617591,2068.2070000000003,1874.0,76.704,130.52,34.0,-3.81,2.4,1645.0,320.48,2017-08-30 12:55:00
6000000964,PI570373,4,45,3,0.431,-1.69,0.006999999999999999,0.941,0.963,1.094,0.305,0.494,0.47,1089.3,134.94299999999998,1.54,1.5119999999999998,0.055,49.35,62.4,-16.44,0.16,20.290039,7.94,7.76,47.369999,0.035,0.820001,0.052000000000000005,27.62141491,1149.503,1110.0,37.657,119.87,27.62,-3.92,2.47,1597.0,321.34,2017-08-30 12:58:00
6000000962,PI570254,4,45,4,0.45799999999999996,-15.95,0.079,0.727,1.285,1.5190000000000001,0.4,0.515,0.495,2518.6,9.24,0.505,0.601,0.24100000000000002,79.03,102.39,-9.48,0.22,20.235352,24.22,18.47,47.450001,0.32299999999999995,-3.580001,0.19399999999999998,45.75525813,3125.313,2117.0,135.92600000000002,157.3,45.76,-3.72,1.98,1556.0,317.02,2017-08-30 13:00:00
6000000962,PI570254,4,45,4,0.436,-11.76,0.021,0.878,1.09,1.272,0.337,0.496,0.47100000000000003,1713.0,41.048,0.9670000000000001,0.97,0.11199999999999999,61.91,80.06,-13.4,0.17,23.21875,18.45,14.31,47.580002,0.10400000000000001,0.309998,0.10099999999999999,37.74760994,1905.1770000000001,1707.0,78.395,141.98,37.75,-3.58,2.42,1727.0,321.04,2017-08-30 13:01:00
